dataset,dataset_slug,doc_id,raw_text,clean_text,tokens,token_text,char_len,token_len,is_empty_raw,is_empty_tokenized,provided_sentiment_label,provided_sentiment_confidence,provided_sentiment_source,sentiment_label,sentiment_confidence,sentiment_score,prob_negative,prob_neutral,prob_positive,prob_sarcastic_negative,sentiment_source,sentiment_probabilities_json
Before Election Some,before_election_some,36,আমাদের মুন্সিগন্জ জেলার ২ নং আসন লৌহজং ও টংগি বাড়ি এডভোকেট আব্দুল সালাম আজাদ ১০০% নিসচিত ইনশাআল্লাহ,আমাদের মুন্সিগন্জ জেলার নং আসন লৌহজং ও টংগি বাড়ি এডভোকেট আব্দুল সালাম আজাদ নিসচিত ইনশাআল্লাহ,"['মুন্সিগন্জ', 'জেলার', 'নং', 'আসন', 'লৌহজং', 'টংগি', 'বাড়ি', 'এডভোকেট', 'আব্দুল', 'সালাম', 'আজাদ', 'নিসচিত', 'ইনশাআল্লাহ']",মুন্সিগন্জ জেলার নং আসন লৌহজং টংগি বাড়ি এডভোকেট আব্দুল সালাম আজাদ নিসচিত ইনশাআল্লাহ,99,13,0,0,positive,0.4015293461559579,model_autofill,positive,0.4015293461559579,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
Before Election Some,before_election_some,37,এই খবর দেখে আপনারা বিএনপির ভাইরা আনন্দে গদ গদ ইয়েন না। ফলাফল ঘরে তোলা পর্যন্ত অতন্দ্র প্রহরীর মত ভোট কেন্দ্র পাহারা দিবেন ।সবার বড় দায়িত্ব মহিলাদের ভোট কেন্দ্রে নিয়ে ভোট দেয়ানো ।ভোট দেয়ার পর মহিলাদের সম্মানের সহিত বাড়িতে পৌছে দিতে হবে,এই খবর দেখে আপনারা বিএনপির ভাইরা আনন্দে গদ গদ ইয়েন না ফলাফল ঘরে তোলা পর্যন্ত অতন্দ্র প্রহরীর মত ভোট কেন্দ্র পাহারা দিবেন সবার বড় দায়িত্ব মহিলাদের ভোট কেন্দ্রে নিয়ে ভোট দেয়ানো ভোট দেয়ার পর মহিলাদের সম্মানের সহিত বাড়িতে পৌছে দিতে হবে,"['খবর', 'দেখে', 'আপনারা', 'বিএনপির', 'ভাইরা', 'আনন্দে', 'গদ', 'গদ', 'ইয়েন', 'ফলাফল', 'ঘরে', 'তোলা', 'পর্যন্ত', 'অতন্দ্র', 'প্রহরীর', 'মত', 'ভোট', 'কেন্দ্র', 'পাহারা', 'দিবেন', 'বড়', 'দায়িত্ব', 'মহিলাদের', 'ভোট', 'কেন্দ্রে', 'নিয়ে', 'ভোট', 'দেয়ানো', 'ভোট', 'দেয়ার', 'পর', 'মহিলাদের', 'সম্মানের', 'সহিত', 'বাড়িতে', 'পৌছে', 'দিতে']",খবর দেখে আপনারা বিএনপির ভাইরা আনন্দে গদ গদ ইয়েন ফলাফল ঘরে তোলা পর্যন্ত অতন্দ্র প্রহরীর মত ভোট কেন্দ্র পাহারা দিবেন বড় দায়িত্ব মহিলাদের ভোট কেন্দ্রে নিয়ে ভোট দেয়ানো ভোট দেয়ার পর মহিলাদের সম্মানের সহিত বাড়িতে পৌছে দিতে,240,37,0,0,negative,0.3463660435939149,model_autofill,negative,0.3463660435939149,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
Before Election Some,before_election_some,38,আপনার ধারণা অনেকটাই সত্য।,আপনার ধারণা অনেকটাই সত্য,"['ধারণা', 'অনেকটাই', 'সত্য']",ধারণা অনেকটাই সত্য,25,3,0,0,sarcastic_negative,0.3945308511343631,model_autofill,sarcastic_negative,0.3945308511343631,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
Before Election Some,before_election_some,39,সঠিক মোট ২২০ পাবে,সঠিক মোট পাবে,"['সঠিক', 'মোট', 'পাবে']",সঠিক মোট পাবে,17,3,0,0,neutral,1.0,manual_second_pass,neutral,1.0,0.0,0.0,1.0,0.0,0.0,manual_second_pass,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
Before Election Some,before_election_some,40,লক্ষীপুর জেলায় কোন আসন না পেলেও লক্ষীপুর ৪ শতভাগ নিশ্চিত ইনশাআল্লাহ,লক্ষীপুর জেলায় কোন আসন না পেলেও লক্ষীপুর শতভাগ নিশ্চিত ইনশাআল্লাহ,"['লক্ষীপুর', 'জেলায়', 'কোন', 'আসন', 'পেলেও', 'লক্ষীপুর', 'শতভাগ', 'নিশ্চিত', 'ইনশাআল্লাহ']",লক্ষীপুর জেলায় কোন আসন পেলেও লক্ষীপুর শতভাগ নিশ্চিত ইনশাআল্লাহ,68,9,0,0,negative,0.4124160002511469,model_autofill,negative,0.4124160002511469,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
Before Election Some,before_election_some,41,নোয়াখালী পাঁচ ফখরুল ইসলাম 100%,নোয়াখালী পাঁচ ফখরুল ইসলাম,"['নোয়াখালী', 'পাঁচ', 'ফখরুল', 'ইসলাম']",নোয়াখালী পাঁচ ফখরুল ইসলাম,31,4,0,0,sarcastic_negative,0.359081012699225,model_autofill,sarcastic_negative,0.359081012699225,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
Before Election Some,before_election_some,42,হবিগঞ্জ সদর আছে নাম্বার ওয়ান আলকাত জি কে গোস বিপুল পুরে পাস হইবো বিপুল ভোটে,হবিগঞ্জ সদর আছে নাম্বার ওয়ান আলকাত জি কে গোস বিপুল পুরে পাস হইবো বিপুল ভোটে,"['হবিগঞ্জ', 'সদর', 'নাম্বার', 'ওয়ান', 'আলকাত', 'জি', 'গোস', 'বিপুল', 'পুরে', 'পাস', 'হইবো', 'বিপুল', 'ভোটে']",হবিগঞ্জ সদর নাম্বার ওয়ান আলকাত জি গোস বিপুল পুরে পাস হইবো বিপুল ভোটে,76,13,0,0,neutral,0.3805419618236991,model_autofill,neutral,0.3805419618236991,0.0,0.0,1.0,0.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
Before Election Some,before_election_some,43,কিসের বি এন পি পাবে ৪২০ আসন,কিসের বি এন পি পাবে আসন,"['কিসের', 'বি', 'এন', 'পি', 'পাবে', 'আসন']",কিসের বি এন পি পাবে আসন,27,6,0,0,sarcastic_negative,0.3265408016735785,model_autofill,sarcastic_negative,0.3265408016735785,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
Before Election Some,before_election_some,44,তাহলে আর নির্বাচন দরকার কি।,তাহলে আর নির্বাচন দরকার কি,"['তাহলে', 'নির্বাচন', 'দরকার']",তাহলে নির্বাচন দরকার,27,3,0,0,sarcastic_negative,1.0,manual_second_pass,sarcastic_negative,1.0,-1.0,0.0,0.0,0.0,1.0,manual_second_pass,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
Before Election Some,before_election_some,45,আপনার জরিপ আমার খুব পছন্দ হয়েছে তবে আরও বেশি আসন পাবে বিএনপি,আপনার জরিপ আমার খুব পছন্দ হয়েছে তবে আরও বেশি আসন পাবে বিএনপি,"['জরিপ', 'পছন্দ', 'বেশি', 'আসন', 'পাবে', 'বিএনপি']",জরিপ পছন্দ বেশি আসন পাবে বিএনপি,61,6,0,0,negative,0.4336161007685713,model_autofill,negative,0.4336161007685713,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
Before Election Some,before_election_some,46,২৮ কুড়িগ্রাম ৪ বিএন পি জয় নিশ্চিত ইনশাআল্লাহ।,কুড়িগ্রাম বিএন পি জয় নিশ্চিত ইনশাআল্লাহ,"['কুড়িগ্রাম', 'বিএন', 'পি', 'জয়', 'নিশ্চিত', 'ইনশাআল্লাহ']",কুড়িগ্রাম বিএন পি জয় নিশ্চিত ইনশাআল্লাহ,45,6,0,0,negative,0.4054594136920282,model_autofill,negative,0.4054594136920282,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
Before Election Some,before_election_some,47,চুয়াডাঙ্গা এক আসন জেলা বিএনপি ৭০% ভোটার এগিয়ে আছে চুয়াডাঙ্গা শরিফুজ্জামান শরীফ ভাই এমপি প্রার্থী হবে,চুয়াডাঙ্গা এক আসন জেলা বিএনপি ভোটার এগিয়ে আছে চুয়াডাঙ্গা শরিফুজ্জামান শরীফ ভাই এমপি প্রার্থী হবে,"['চুয়াডাঙ্গা', 'আসন', 'জেলা', 'বিএনপি', 'ভোটার', 'এগিয়ে', 'চুয়াডাঙ্গা', 'শরিফুজ্জামান', 'শরীফ', 'ভাই', 'এমপি', 'প্রার্থী']",চুয়াডাঙ্গা আসন জেলা বিএনপি ভোটার এগিয়ে চুয়াডাঙ্গা শরিফুজ্জামান শরীফ ভাই এমপি প্রার্থী,103,12,0,0,neutral,0.3741960914902328,model_autofill,neutral,0.3741960914902328,0.0,0.0,1.0,0.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
